Outlet_ID,Outlet_Name,Staff_Score,Workforce_Category,Workforce_Alert_Level,Latest_Scheduling_Status,Marketing_Score,Effectiveness_Category,Marketing_Alert_Level,Average_Campaign_ROI,Inventory_Score,High_Risk_SKUs,Recommended_Replenishment_Units,Inventory_Priority,Inventory_Action,Inventory_Status,Operational_Health_Score,Cross_Functional_Risks,Primary_Focus_Area,Operational_Priority,Operational_Insight,Recommended_Action
OUT0248,Franchise Outlet 0248,55.3,Needs Improvement,High,Overstaffed,43.93,Moderate,High,0.77,35.0,0,223,Medium,REORDER,Low,45.23,3,Inventory,High,Operational health is 45.2/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 223 replenishment units before the next demand cycle.
OUT0249,Franchise Outlet 0249,90.23,Meets Expectations,Medium,Understaffed,65.74,Moderate,Medium,2.12,100.0,0,428,Low,NO_ACTION,Healthy,84.59,1,Marketing,Medium,Operational health is 84.6/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0250,Franchise Outlet 0250,95.19,Top Performer,Medium,Understaffed,83.75,High Performing,Low,3.19,100.0,0,3551,Low,NO_ACTION,Healthy,92.63,0,Marketing,Low,Operational health is 92.6/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0251,Franchise Outlet 0251,74.62,Meets Expectations,Low,Balanced,44.3,Moderate,High,1.35,35.0,0,763,Medium,REORDER,Low,52.12,2,Inventory,High,Operational health is 52.1/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 763 replenishment units before the next demand cycle.
OUT0252,Franchise Outlet 0252,78.02,Meets Expectations,Medium,Understaffed,59.9,Moderate,Low,1.37,35.0,0,959,Medium,REORDER,Low,58.77,2,Inventory,Medium,Operational health is 58.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 959 replenishment units before the next demand cycle.
OUT0253,Franchise Outlet 0253,89.05,Meets Expectations,Medium,Understaffed,59.99,Moderate,Low,2.46,10.0,1,2402,High,URGENT_REORDER,Critical,55.16,2,Inventory,High,Operational health is 55.2/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 2,402 replenishment units before the next demand cycle."
OUT0254,Franchise Outlet 0254,93.52,Top Performer,Medium,Understaffed,68.16,Moderate,Low,2.71,100.0,0,2630,Low,NO_ACTION,Healthy,86.59,1,Marketing,Medium,Operational health is 86.6/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0255,Franchise Outlet 0255,77.11,Meets Expectations,Low,Balanced,57.43,Moderate,Low,2.1,35.0,0,896,Medium,REORDER,Low,57.59,2,Inventory,Medium,Operational health is 57.6/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 896 replenishment units before the next demand cycle.
OUT0256,Franchise Outlet 0256,95.08,Top Performer,Medium,Understaffed,78.7,High Performing,Medium,2.39,35.0,0,4560,Medium,REORDER,Low,71.32,1,Inventory,Medium,Operational health is 71.3/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 4,560 replenishment units before the next demand cycle."
OUT0257,Franchise Outlet 0257,77.78,Meets Expectations,Medium,Understaffed,57.19,Moderate,Low,2.03,100.0,0,470,Low,NO_ACTION,Healthy,77.24,1,Marketing,Medium,Operational health is 77.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0258,Franchise Outlet 0258,78.5,Meets Expectations,Medium,Understaffed,57.37,Moderate,Medium,1.86,100.0,0,899,Medium,MONITOR_WASTAGE,Healthy,77.55,1,Marketing,Medium,Operational health is 77.5/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0259,Franchise Outlet 0259,95.39,Top Performer,Medium,Understaffed,80.09,High Performing,Low,2.49,10.0,1,5215,High,URGENT_REORDER,Critical,64.42,1,Inventory,High,Operational health is 64.4/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 5,215 replenishment units before the next demand cycle."
OUT0260,Franchise Outlet 0260,59.39,Needs Improvement,High,Overstaffed,52.76,Moderate,Low,1.23,35.0,0,314,Medium,REORDER,Low,49.75,3,Inventory,High,Operational health is 49.8/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 314 replenishment units before the next demand cycle.
OUT0261,Franchise Outlet 0261,68.03,Meets Expectations,Medium,Overstaffed,50.94,Moderate,Medium,1.3,100.0,0,342,Medium,MONITOR_WASTAGE,Healthy,71.64,2,Marketing,Medium,Operational health is 71.6/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0262,Franchise Outlet 0262,89.62,Meets Expectations,Medium,Understaffed,61.31,Moderate,Low,1.72,100.0,0,1507,Low,NO_ACTION,Healthy,82.83,1,Marketing,Medium,Operational health is 82.8/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0263,Franchise Outlet 0263,70.53,Meets Expectations,Low,Balanced,52.08,Moderate,Medium,1.42,100.0,0,541,Medium,MONITOR_WASTAGE,Healthy,72.91,1,Marketing,Medium,Operational health is 72.9/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0264,Franchise Outlet 0264,94.22,Top Performer,Medium,Understaffed,67.17,Moderate,Low,2.12,100.0,0,375,Low,NO_ACTION,Healthy,86.49,1,Marketing,Medium,Operational health is 86.5/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0265,Franchise Outlet 0265,66.66,Meets Expectations,Medium,Overstaffed,62.68,Moderate,Low,1.64,35.0,0,790,Medium,REORDER,Low,55.77,3,Inventory,Medium,Operational health is 55.8/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 790 replenishment units before the next demand cycle.
OUT0266,Franchise Outlet 0266,76.2,Meets Expectations,Medium,Understaffed,59.3,Moderate,Low,2.26,100.0,0,961,Medium,MONITOR_WASTAGE,Healthy,77.42,1,Marketing,Medium,Operational health is 77.4/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0267,Franchise Outlet 0267,93.84,Top Performer,Medium,Understaffed,69.49,Moderate,Low,2.88,35.0,0,3324,Medium,REORDER,Low,67.67,2,Inventory,Medium,Operational health is 67.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,324 replenishment units before the next demand cycle."
OUT0268,Franchise Outlet 0268,79.91,Meets Expectations,Medium,Understaffed,57.33,Moderate,Low,1.66,35.0,0,1608,Medium,REORDER,Low,58.53,2,Inventory,Medium,Operational health is 58.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,608 replenishment units before the next demand cycle."
OUT0269,Franchise Outlet 0269,79.6,Meets Expectations,Medium,Understaffed,62.57,Moderate,Low,2.73,100.0,0,1165,Low,NO_ACTION,Healthy,79.76,1,Marketing,Medium,Operational health is 79.8/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0270,Franchise Outlet 0270,57.81,Needs Improvement,High,Overstaffed,47.9,Moderate,Medium,1.07,35.0,0,427,Medium,REORDER,Low,47.5,3,Inventory,High,Operational health is 47.5/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 427 replenishment units before the next demand cycle.
OUT0271,Franchise Outlet 0271,76.94,Meets Expectations,Medium,Understaffed,50.25,Moderate,Medium,1.65,100.0,0,512,Medium,MONITOR_WASTAGE,Healthy,74.52,1,Marketing,Medium,Operational health is 74.5/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0272,Franchise Outlet 0272,62.07,Needs Improvement,High,Overstaffed,46.29,Moderate,Medium,1.4,35.0,0,787,Medium,REORDER,Low,48.43,3,Inventory,High,Operational health is 48.4/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 787 replenishment units before the next demand cycle.
OUT0273,Franchise Outlet 0273,72.08,Meets Expectations,Low,Balanced,54.25,Moderate,Low,1.49,100.0,0,544,Medium,MONITOR_WASTAGE,Healthy,74.22,1,Marketing,Medium,Operational health is 74.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0274,Franchise Outlet 0274,70.56,Meets Expectations,Medium,Overstaffed,57.09,Moderate,Low,1.57,35.0,0,776,Medium,REORDER,Low,55.18,2,Inventory,Medium,Operational health is 55.2/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 776 replenishment units before the next demand cycle.
OUT0275,Franchise Outlet 0275,94.82,Top Performer,Medium,Understaffed,70.42,Moderate,Low,3.22,35.0,0,3505,Medium,REORDER,Low,68.33,1,Inventory,Medium,Operational health is 68.3/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,505 replenishment units before the next demand cycle."
OUT0276,Franchise Outlet 0276,84.37,Meets Expectations,Medium,Understaffed,66.04,Moderate,Low,2.75,100.0,0,1542,Medium,MONITOR_WASTAGE,Healthy,82.64,1,Marketing,Medium,Operational health is 82.6/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0277,Franchise Outlet 0277,75.83,Meets Expectations,Medium,Understaffed,55.72,Moderate,Low,1.41,35.0,0,1105,Medium,REORDER,Low,56.54,2,Inventory,Medium,Operational health is 56.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,105 replenishment units before the next demand cycle."
OUT0278,Franchise Outlet 0278,72.9,Meets Expectations,Low,Balanced,50.77,Moderate,Medium,1.2,100.0,0,590,Medium,MONITOR_WASTAGE,Healthy,73.28,1,Marketing,Medium,Operational health is 73.3/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0279,Franchise Outlet 0279,82.61,Meets Expectations,Medium,Understaffed,64.84,Moderate,Medium,1.98,100.0,0,1590,Low,NO_ACTION,Healthy,81.61,1,Marketing,Medium,Operational health is 81.6/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0280,Franchise Outlet 0280,65.49,Needs Improvement,High,Overstaffed,59.4,Moderate,Low,1.88,100.0,0,918,Low,NO_ACTION,Healthy,73.71,2,Marketing,Medium,Operational health is 73.7/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0281,Franchise Outlet 0281,78.7,Meets Expectations,Medium,Understaffed,55.99,Moderate,Medium,1.84,100.0,0,1204,Medium,MONITOR_WASTAGE,Healthy,77.14,1,Marketing,Medium,Operational health is 77.1/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0282,Franchise Outlet 0282,90.09,Meets Expectations,Medium,Understaffed,72.74,Moderate,Low,1.94,100.0,0,2010,Low,NO_ACTION,Healthy,86.99,0,Marketing,Low,Operational health is 87.0/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
